PlaceId,Name,Type,FeatureType,FeatureId,FeatureName,FeatureCategory
,,,Section,78b87610-5313-50e2-8b6a-157729ea9bc1,Core Desk Area,openspace
,,,Section,a52bee65-5135-588f-8784-9f087709fe4c,Executive Suite,room
,,,Section,40911278-9592-5fe8-84ac-9354f2734e18,Secure Zone,room
,,,Section,ad267328-6f0d-5e25-b48a-cf4422b8b3ca,Window Bank,openspace
,,,Section,08bbae83-8ffe-5f96-8af2-ee7b8f4f41d5,Quiet Zone,openspace
,,,Section,41e2d5e2-76f6-5e79-8c97-fcfe0eb272fa,Collaboration Zone,openspace
,,,Section,06424663-2fb0-5a8c-a3ae-cf7debc17a41,Core Desk Area,openspace
,,,Section,e48ab5dd-f19f-5073-a4de-fe9fce926838,Executive Suite,room
,,,Section,b6ba6125-8ffb-5252-ab06-402a95c12b6c,Secure Zone,room
,,,Fixture,98642881-f96b-55a1-b9ea-03f8b389ac04,LGW-01,desk
,,,Fixture,e8e1b1a3-0faa-5ed6-8196-d17f7d1c28a6,LGW-02,desk
,,,Fixture,ac5f3af8-f080-5000-ad81-fb4cf6f830b0,LGW-03,desk
,,,Fixture,46adb1e7-03f7-580e-a73a-ea371fac8b71,LGW-04,desk
,,,Fixture,2f766ac4-4f94-5b56-9d8a-e214351e50d9,LGW-05,desk
,,,Fixture,68b56ef7-1dbb-5dd9-8697-04d1757492bb,LGQ-01,desk
,,,Fixture,8305008b-4ba4-567d-b61a-b18c36499ee3,LGQ-02,desk
,,,Fixture,f3b92914-4732-579c-82a7-8f2f09508135,LGQ-03,desk
,,,Fixture,c01bd531-c20b-5e35-b89e-5db33a8a5aee,LGQ-04,desk
,,,Fixture,ebaeff5c-0073-54df-8dc4-0fc71da45685,LGQ-05,desk
,,,Fixture,144ef50c-1999-5b45-960d-5bcd752d5fbf,LGC-01,desk
,,,Fixture,9e285186-629e-5afa-a003-3737e8073df7,LGC-02,desk
,,,Fixture,d4cca3ba-a0b7-585f-8cf8-c28225b499a2,LGC-03,desk
,,,Fixture,449854b8-b122-5aee-a107-b0cfcbfa6184,LGC-04,desk
,,,Fixture,f8affbb1-038f-5d2e-969b-b22493ad62b0,LGC-05,desk
,,,Fixture,4f877026-cad5-51d7-b0fd-1a22b2bd37b2,LGC-01,desk
,,,Fixture,8ce325f0-c5d8-564e-ac66-81c501b84075,LGC-02,desk
,,,Fixture,acf30d96-d4c5-5c00-a560-e702396eea30,LGC-03,desk
,,,Fixture,ff702da6-0f17-5408-a262-2b433fb2a903,LGC-04,desk
,,,Fixture,4c739f93-e20b-59c5-abd0-6eb47bb89e8c,LGC-05,desk
,,,Fixture,525fcdec-6621-571a-83c1-93937a74e58b,LGC-06,desk
,,,Fixture,75ea0f11-bdf6-5742-9006-dd3e4730534b,LGC-07,desk
,,,Fixture,49bfead8-f9a3-506d-a97f-393f0600ac76,LGC-08,desk
,,,Fixture,b7f5b2f2-48fd-5b6c-b41c-b605190e930f,LGE-01,desk
,,,Fixture,e4622bbf-91c8-5b95-b171-373f936d4713,LGE-02,desk
,,,Fixture,7b34f56c-0cc9-5433-9165-d744f54345f4,LGE-03,desk
,,,Fixture,d72c7058-472d-58d8-a43e-3e723d9f3454,LGE-04,desk
,,,Fixture,398cdd8d-b4f8-5920-9529-101549c4574e,LGS-01,desk
,,,Fixture,a3d0b231-760c-5f62-9e02-cc93af5e5307,LGS-02,desk
,,,Fixture,22cca91a-ec0a-54d3-b789-62b45236e7b1,LGS-03,desk
,,,Fixture,27ad1e8b-fd9f-5d46-a529-389d0775e9fa,LGS-04,desk
,,,Fixture,e473e6cc-d4e4-5d25-ae6b-df4dc4e3fd35,LFW-01,desk
,,,Fixture,ab8e58ce-1689-549b-a0cc-f1b280419ec3,LFW-02,desk
,,,Fixture,a61f8bab-89f6-51d8-91b5-4c9437e189fa,LFW-03,desk
,,,Fixture,cda4c504-1c34-516e-8c84-2fac8d55d076,LFW-04,desk
,,,Fixture,d3fbb907-3f87-5b84-879f-40dced8283a5,LFW-05,desk
,,,Fixture,44f26508-2c1b-5539-8ede-9dc3d2e77661,LFQ-01,desk
,,,Fixture,5c490a9b-e8de-57cc-a306-76fea3e9397f,LFQ-02,desk
,,,Fixture,ad7be836-4834-5e1e-add6-5c02ba1a9f40,LFQ-03,desk
,,,Fixture,79a6904a-d94f-5f14-bae6-6a72465f12b3,LFQ-04,desk
,,,Fixture,007e9bcc-09a0-5111-b476-2c4f22c9c76a,LFQ-05,desk
,,,Fixture,a6768307-f94d-5c84-ba40-0f42e83ed9b1,LFC-01,desk
,,,Fixture,0bd30e79-92ac-58ee-94c7-670867b625d1,LFC-02,desk
,,,Fixture,09c3b6f7-3f8f-5ddf-a0ff-fafae8e60740,LFC-03,desk
,,,Fixture,5fd4798b-ef9e-58a6-90f7-3faadf0914e3,LFC-04,desk
,,,Fixture,48b9e09d-3d57-5590-8cad-d9e583cdfb7e,LFC-05,desk
,,,Fixture,0a45ea1b-9ed8-563f-a0f5-bf720c4f31a5,LFC-01,desk
,,,Fixture,a33fb04e-43ee-5dd4-bca1-b8d98b1ac927,LFC-02,desk
,,,Fixture,7093d50a-c08f-5012-83cd-1e32667d6e9b,LFC-03,desk
,,,Fixture,899b6e7d-eac3-518d-8073-46fc8ea0296c,LFC-04,desk
,,,Fixture,f30fd23f-6da3-57ad-8417-ab1a9f0d57bd,LFC-05,desk
,,,Fixture,aa03384a-2e35-5a9f-9e53-72719cdf21d6,LFC-06,desk
,,,Fixture,27fc3b69-d4dd-5320-a747-652610bd045b,LFC-07,desk
,,,Fixture,6b951f27-3e32-5995-b15e-1e639e85dd88,LFC-08,desk
,,,Fixture,2692c388-3620-5d7d-823a-66cf8d20d866,LFE-01,desk
,,,Fixture,cefa83d2-5228-53ca-81ed-39acc272c2f3,LFE-02,desk
,,,Fixture,05b8a53b-3095-55ab-9ed1-be0db3d61dec,LFE-03,desk
,,,Fixture,53b4280b-537b-5e88-8859-0320ba95829d,LFE-04,desk
,,,Fixture,2186c972-de70-5e35-88ce-325f09b8bd3a,LFS-01,desk
,,,Fixture,a92513f5-50f5-51d2-b39a-008a247b8824,LFS-02,desk
,,,Fixture,d280b459-6ab5-52e5-b384-c387453ce3af,LFS-03,desk
,,,Fixture,2ac73b50-e84c-56a9-96a8-2f3817313bf0,LFS-04,desk
